application_number,pto_adjustment,pto_delay,applicant_delay,patent_term_extension
09083776,0,0,0,0
09000008,0,0,0,0
09043574,0,0,0,0
09043694,0,0,0,0
08973346,0,1033,0,1033
09048048,0,0,0,0
09048087,0,0,0,0
09048104,0,0,0,0
09048208,0,585,0,585
09048289,0,297,0,297
09048288,0,0,0,0
09048334,0,0,0,0
09048337,0,0,0,0
09048333,0,0,0,0
09048120,0,0,0,0
09048416,0,0,0,0
09048112,0,0,0,0
09048468,0,0,0,0
09048473,0,0,0,0
09048486,0,0,0,0
09048482,0,0,0,0
09048448,0,0,0,0
09048522,0,424,0,424
09048511,0,0,0,0
09048646,0,0,0,0
09048686,0,0,0,0
09048693,0,0,0,0
09048717,0,0,0,0
09048732,0,0,0,0
09048800,0,0,0,0
09048905,0,0,0,0
09048888,0,0,0,0
09048932,0,0,0,0
09048926,0,0,0,0
09048959,0,0,0,0
09049161,0,499,0,499
09048812,0,0,0,0
09048876,0,592,0,592
08945415,0,576,0,576
09043861,0,1042,981,61
09043950,0,548,0,548
09048838,0,1682,0,1682
09048899,0,0,0,0
09049036,0,808,0,808
09049052,0,0,0,0
09049214,0,0,0,0
09049111,0,0,0,0
09049210,0,0,0,0
09049072,0,0,0,0
09049066,0,0,0,0
09049297,0,0,0,0
09049353,0,0,0,0
09049231,0,0,0,0
09049455,0,0,0,0
09049478,0,758,0,758
09049485,0,0,0,0
09049542,0,0,0,0
09049566,0,0,0,0
09049388,0,0,0,0
09049591,0,0,0,0
09049661,0,0,0,0
09049676,0,0,0,0
09049696,0,0,0,0
09049687,0,0,0,0
09049861,0,1075,0,1075
09049865,0,0,0,0
09314854,0,0,0,0
09057005,0,0,0,0
09049964,0,0,0,0
08983637,0,0,0,0
09043959,0,0,0,0
09049908,0,0,0,0
09049901,0,0,0,0
09049928,0,0,0,0
09049927,0,56,0,56
09049982,0,0,0,0
09050042,0,0,0,0
09050107,0,0,0,0
09049938,0,510,0,510
09050246,0,0,0,0
09050292,0,0,0,0
09050382,0,0,0,0
09050491,0,538,0,538
09050477,0,547,0,547
09050293,0,0,0,0
09050529,0,0,0,0
09050534,0,0,0,0
09050614,0,0,0,0
09050651,0,0,0,0
09050739,0,0,0,0
09050688,0,0,0,0
09050786,0,0,0,0
09050831,0,0,0,0
09050861,0,0,0,0
09052278,0,0,0,0
09061743,0,0,0,0
09052358,0,626,0,626
09050868,0,0,0,0
09050905,0,0,0,0
09050558,0,427,0,427
09050366,0,0,0,0
09050924,0,0,0,0
09051020,0,0,0,0
09052133,0,0,0,0
09052127,0,0,0,0
09052151,0,0,0,0
09052162,0,334,0,334
09052224,0,0,0,0
09052247,0,833,0,833
09052232,0,0,0,0
09052262,0,0,0,0
09052384,0,0,0,0
09052389,0,0,0,0
09052404,0,0,0,0
09052429,0,549,0,549
09052447,0,0,0,0
09052472,0,991,0,991
09052563,0,0,0,0
09052466,0,0,0,0
09052696,0,0,0,0
09052744,0,1155,0,1155
09052762,0,0,0,0
09052749,0,0,0,0
09052646,0,845,0,845
09052769,0,0,0,0
09052824,0,0,0,0
09052834,0,0,0,0
09052554,0,0,0,0
09052849,0,791,0,791
09052855,0,0,0,0
09052918,0,0,0,0
09052922,0,0,0,0
09052919,0,0,0,0
09052761,0,0,0,0
09052757,0,0,0,0
09053006,0,0,0,0
09053251,0,573,0,573
09053379,0,1042,0,1042
09053401,0,0,0,0
09053819,0,0,0,0
09053145,0,0,0,0
09052920,0,0,0,0
09052867,0,1062,0,1062
08973295,0,0,0,0
09052499,0,0,0,0
09052972,0,0,0,0
09053025,0,0,0,0
09053087,0,0,0,0
09053107,0,0,0,0
09053112,0,0,0,0
09053199,0,0,0,0
09053249,0,0,0,0
09053237,0,0,0,0
09053352,0,0,0,0
09053405,0,0,0,0
09053419,0,0,0,0
09053454,0,0,0,0
09053594,0,0,0,0
09053880,0,962,0,962
09054180,0,832,0,832
09054272,0,0,0,0
09053650,0,0,0,0
09051147,0,0,0,0
08981233,0,0,0,0
09053772,0,0,0,0
09054094,0,0,0,0
09054134,0,0,0,0
09054169,0,0,0,0
09054158,0,0,0,0
09054196,0,0,0,0
09054211,0,816,0,816
09054271,0,0,0,0
09054257,0,0,0,0
09054281,0,0,0,0
09054275,0,0,0,0
09054304,0,1282,0,1282
09054352,0,0,0,0
09054339,0,0,0,0
09054917,0,0,0,0
08973210,0,0,0,0
09011634,0,0,0,0
09054419,0,0,0,0
09054499,0,0,0,0
09054528,0,0,0,0
09054415,0,0,0,0
09054557,0,0,0,0
09054565,0,485,0,485
09054595,0,0,0,0
09054564,0,732,0,732
09054738,0,0,0,0
09054763,0,0,0,0
09054794,0,311,0,311
09054840,0,0,0,0
09054859,0,0,0,0
09054861,0,0,0,0
09054845,0,0,0,0
09054933,0,0,0,0
09054947,0,434,0,434
09054949,0,0,0,0
09054943,0,0,0,0
09054996,0,0,0,0
09054895,0,0,0,0
09054991,0,0,0,0
09055049,0,0,0,0
09055037,0,0,0,0
09054868,0,0,0,0
09054981,0,0,0,0
09055145,0,0,0,0
09055156,0,0,0,0
09051450,0,0,0,0
09051416,0,0,0,0
09055254,0,393,0,393
09055240,0,601,0,601
09055272,0,0,0,0
09051185,0,0,0,0
09055472,0,529,0,529
09055308,0,176,0,176
09055491,0,0,0,0
09055505,0,0,0,0
09055551,0,0,0,0
09055563,0,0,0,0
09055455,0,0,0,0
09055664,0,0,0,0
09055377,0,608,0,608
09055794,0,0,0,0
09055805,0,0,0,0
09055818,0,0,0,0
09056056,0,0,0,0
09055669,0,0,0,0
09055984,0,0,0,0
09056072,0,0,0,0
09055899,208,0,0,208
09056363,0,0,0,0
09056383,0,0,0,0
09056402,0,0,0,0
09056171,0,0,0,0
09056526,0,0,0,0
09056454,0,0,0,0
09056589,0,0,0,0
09056592,0,0,0,0
09056573,0,0,0,0
09056678,0,0,0,0
09057009,0,0,0,0
09056555,0,0,0,0
09056498,0,509,0,509
09056441,0,0,0,0
09057016,0,135,0,135
09051231,0,0,0,0
09051362,0,0,0,0
09056611,0,0,0,0
09056604,0,0,0,0
09056683,0,508,0,508
09056707,0,756,0,756
09056699,0,0,0,0
09056794,0,873,0,873
09056741,0,0,0,0
09056937,0,0,0,0
09056917,0,0,0,0
09056945,0,326,0,326
09056985,0,597,0,597
09057044,0,0,0,0
09057037,0,0,0,0
09057137,0,0,0,0
09056795,0,0,0,0
09057202,0,0,0,0
09057287,0,0,0,0
09057292,0,0,0,0
09057305,0,0,0,0
09057376,0,0,0,0
09057429,0,0,0,0
09057406,0,0,0,0
09057786,0,0,0,0
09057423,0,0,0,0
09057431,0,0,0,0
09057363,0,0,0,0
09057352,0,0,0,0
09051409,0,225,0,225
09051680,0,935,0,935
09057455,0,0,0,0
09057502,0,0,0,0
09057556,0,0,0,0
09057473,0,0,0,0
09057573,0,715,0,715
09057578,0,0,0,0
09057513,0,0,0,0
09057658,0,0,0,0
09057652,0,0,0,0
09057684,0,0,0,0
09057677,0,0,0,0
09057781,0,0,0,0
09057641,0,0,0,0
09057838,0,0,0,0
09057585,0,771,0,771
09057966,0,0,0,0
09057967,0,0,0,0
09057996,0,0,0,0
09058081,0,0,0,0
09058059,0,0,0,0
09058467,0,0,0,0
09059077,0,1452,0,1452
09058026,0,0,0,0
09051443,0,1834,0,1834
09058132,0,0,0,0
09058170,0,0,0,0
09058206,0,0,0,0
09058204,0,0,0,0
09058251,0,0,0,0
09058345,0,0,0,0
09058335,0,0,0,0
09058350,0,0,0,0
09057974,0,0,0,0
09058543,0,0,0,0
09058542,0,0,0,0
09058546,0,0,0,0
09058590,0,0,0,0
09058599,0,0,0,0
09058629,0,0,0,0
09058537,0,809,0,809
09058687,0,700,0,700
09058698,0,0,0,0
09058724,0,0,0,0
09058755,0,0,0,0
09058810,0,0,0,0
09058917,0,0,0,0
09058840,0,0,0,0
09059017,0,0,0,0
09059069,0,0,0,0
09059137,0,0,0,0
09059151,0,0,0,0
09059211,0,0,0,0
09059095,0,0,0,0
09059033,0,1232,0,1232
09059476,0,0,0,0
09059509,0,0,0,0
09059636,0,0,0,0
09059718,0,956,0,956
09059904,0,0,0,0
09059533,0,1261,0,1261
09059523,0,0,0,0
09060038,0,0,0,0
09059712,0,471,0,471
09051092,0,0,0,0
09059330,0,0,0,0
09059355,0,0,0,0
09059562,0,0,0,0
09059591,0,0,0,0
09059573,0,0,0,0
09059625,0,0,0,0
09059699,0,0,0,0
09059762,0,0,0,0
09059814,0,0,0,0
09059829,0,0,0,0
09059765,0,0,0,0
09059909,0,0,0,0
09060012,0,0,0,0
09060102,0,0,0,0
09060047,0,0,0,0
09060292,0,0,0,0
09060308,0,0,0,0
09060409,0,0,0,0
09060313,0,0,0,0
09060322,0,0,0,0
09060299,0,0,0,0
09060482,0,0,0,0
09060543,0,0,0,0
09060577,0,0,0,0
09060575,0,0,0,0
09060636,0,530,0,530
09060607,0,0,0,0
09060680,0,0,0,0
09060667,0,0,0,0
09060759,0,0,0,0
09060867,0,0,0,0
09060939,0,51,0,51
09111824,0,0,0,0
09060767,0,0,0,0
09060825,0,0,0,0
09060955,0,0,0,0
09061154,0,0,0,0
09061146,0,0,0,0
09061392,0,829,0,829
09061430,0,0,0,0
09061441,0,0,0,0
09061236,0,0,0,0
09061560,0,0,0,0
09061636,0,1026,0,1026
09061754,0,0,0,0
09061794,0,0,0,0
09061770,0,0,0,0
09061793,0,0,0,0
09061609,0,0,0,0
09051685,0,0,0,0
09051716,0,0,0,0
09061274,0,0,0,0
09061343,0,0,0,0
09061647,0,0,0,0
09061918,0,0,0,0
09061912,0,0,0,0
09062001,0,0,0,0
09062002,0,606,0,606
09062028,0,466,0,466
09062023,0,0,0,0
09062022,0,0,0,0
09062042,0,0,0,0
09062015,0,0,0,0
09062046,0,0,0,0
09062146,0,0,0,0
09062225,0,0,0,0
09062255,0,0,0,0
09061985,0,0,0,0
09062333,0,0,0,0
09062330,0,0,0,0
09062347,0,0,0,0
09062365,0,0,0,0
09062518,0,0,0,0
09062501,0,0,0,0
09062395,0,0,0,0
09071064,0,0,0,0
09061845,0,0,0,0
09062556,0,0,0,0
08981672,0,0,0,0
09062538,0,0,0,0
09062867,0,0,0,0
09062868,0,0,0,0
09062869,0,0,0,0
09062893,0,0,0,0
09062764,0,0,0,0
09062908,0,0,0,0
09062870,0,0,0,0
09062811,0,0,0,0
09062941,0,0,0,0
09062934,0,0,0,0
09063148,0,0,0,0
09063167,0,0,0,0
09063196,0,700,0,700
09063335,0,0,0,0
09063333,0,0,0,0
09063476,0,0,0,0
09063338,0,778,0,778
09063477,0,218,0,218
09063341,0,0,0,0
09064015,0,0,0,0
09064884,0,0,0,0
09063343,0,0,0,0
09063491,0,0,0,0
09062969,0,0,0,0
09063050,0,378,0,378
09063364,0,0,0,0
09063554,0,0,0,0
09063720,0,1062,0,1062
09063684,0,0,0,0
09063589,0,0,0,0
09063524,0,495,0,495
09063902,0,0,0,0
09063944,0,0,0,0
09063933,0,339,0,339
09063985,0,0,0,0
09063784,0,907,0,907
09063884,0,0,0,0
09064052,0,0,0,0
09063922,0,0,0,0
09064089,0,0,0,0
09064159,0,819,0,819
09064188,0,0,0,0
09064250,0,0,0,0
09064176,0,0,0,0
09064280,0,0,0,0
09064477,0,0,0,0
09064277,0,0,0,0
09064581,0,0,0,0
09064681,0,0,0,0
09064803,0,0,0,0
09064486,0,520,0,520
09065027,0,0,0,0
09064889,0,0,0,0
09064802,0,0,0,0
09011889,0,0,0,0
09064506,0,0,0,0
09064769,0,0,0,0
09064830,0,0,0,0
09064873,0,0,0,0
09064973,0,0,0,0
09064962,0,0,0,0
09065115,0,0,0,0
09064900,0,0,0,0
09064985,0,0,0,0
09064832,0,0,0,0
09065253,0,0,0,0
09065358,0,0,0,0
09065345,0,0,0,0
09065267,0,0,0,0
09065787,0,0,0,0
09065894,0,0,0,0
09066506,0,0,0,0
09147271,0,0,0,0
09066507,0,0,0,0
09051666,0,0,0,0
09065407,0,0,0,0
09051961,0,0,0,0
09065431,0,0,0,0
09065574,0,0,0,0
09051994,0,234,0,234
09065614,0,0,0,0
09065702,0,0,0,0
09065723,0,0,0,0
09065838,0,0,0,0
09065853,0,0,0,0
09065994,0,0,0,0
09065997,0,514,0,514
09066134,0,0,0,0
09066168,0,1293,0,1293
09066281,0,0,0,0
09066510,0,0,0,0
09066513,0,0,0,0
09066255,0,869,0,869
09066625,0,0,0,0
09066619,0,0,0,0
09446864,0,0,0,0
09066643,0,0,0,0
09066145,0,0,0,0
09066692,0,0,0,0
09066794,0,0,0,0
09066921,0,0,0,0
09066918,0,0,0,0
09067072,0,291,0,291
09067232,0,0,0,0
09067186,0,0,0,0
09067241,0,0,0,0
09067212,0,0,0,0
09067274,0,0,0,0
09067321,0,1054,0,1054
09067339,0,0,0,0
09067357,0,0,0,0
09067429,0,0,0,0
09067483,0,0,0,0
09067143,0,0,0,0
09067153,0,505,0,505
09067497,0,0,0,0
09067546,0,0,0,0
09067547,0,0,0,0
09067432,0,0,0,0
09067640,0,0,0,0
09067427,0,0,0,0
09069229,0,0,0,0
08981474,0,0,0,0
09029228,0,0,0,0
09066555,0,0,0,0
09066827,0,0,0,0
09066823,0,0,0,0
09066909,0,0,0,0
09066357,0,0,0,0
09067033,0,0,0,0
09067021,0,0,0,0
09067334,0,0,0,0
09067391,0,0,0,0
09067453,0,0,0,0
09067447,0,0,0,0
09067604,0,0,0,0
09067627,0,0,0,0
09067721,0,0,0,0
09067795,0,898,0,898
09067879,0,0,0,0
09067907,0,0,0,0
09067910,0,0,0,0
09067940,0,0,0,0
09067999,0,0,0,0
09067943,0,0,0,0
09067965,0,777,0,777
09069069,0,0,0,0
09067873,0,0,0,0
09069457,0,733,0,733
09069377,0,0,0,0
09066332,0,0,0,0
09067806,0,923,0,923
09067915,0,722,0,722
09067765,0,0,0,0
09067923,0,812,0,812
09069038,0,0,0,0
09068052,0,0,0,0
09069236,0,0,0,0
09069369,0,0,0,0
09069300,0,363,0,363
09069419,0,0,0,0
09069442,0,481,0,481
09069570,0,0,0,0
09069628,0,997,0,997
09069355,181,0,0,181
09069675,0,0,0,0
09069700,0,509,0,509
09069728,0,0,0,0
09069814,0,0,0,0
09068189,0,0,0,0
09069761,0,0,0,0
09069765,0,1207,0,1207
09069827,0,0,0,0
09069847,0,392,0,392
09069907,141,0,0,141
09069947,0,0,0,0
09069777,0,0,0,0
09069791,0,0,0,0
09069969,0,0,0,0
09069972,0,0,0,0
09069747,0,0,0,0
09070026,0,0,0,0
09070092,0,0,0,0
09070116,0,0,0,0
09070090,0,0,0,0
09070216,0,0,0,0
09070214,0,0,0,0
09070222,0,0,0,0
09070269,0,0,0,0
09070039,0,718,0,718
09070350,0,0,0,0
09070394,0,0,0,0
09070486,0,913,0,913
09070465,0,0,0,0
09070451,0,0,0,0
09070555,0,0,0,0
09070597,0,0,0,0
09070636,0,0,0,0
09070629,0,0,0,0
09070699,0,0,0,0
09070580,0,547,0,547
09070831,0,0,0,0
09070899,0,261,0,261
09070523,0,0,0,0
09071049,0,0,0,0
09071003,0,0,0,0
09071389,0,0,0,0
09071373,0,478,0,478
09051827,0,1481,0,1481
08379646,0,0,0,0
09068203,0,0,0,0
09070969,0,0,0,0
09070975,0,0,0,0
09071103,0,0,0,0
09071189,0,0,0,0
09071275,0,0,0,0
09071289,0,0,0,0
09071252,0,0,0,0
09071264,0,0,0,0
09071217,0,0,0,0
09071344,0,0,0,0
09071086,0,982,0,982
09071279,0,0,0,0
09071561,0,0,0,0
09071607,0,0,0,0
09071298,0,0,0,0
09071611,0,0,0,0
09071550,0,0,0,0
09071763,0,0,0,0
09071842,0,0,0,0
09071759,0,0,0,0
09071731,0,0,0,0
08860408,0,0,0,0
08913270,0,0,0,0
09029821,0,0,0,0
09068107,0,0,0,0
09068270,0,0,0,0
09071806,0,0,0,0
09071825,0,0,0,0
09071837,0,0,0,0
09071879,0,0,0,0
09072021,0,0,0,0
09070920,0,0,0,0
09072097,0,515,0,515
09071912,0,1023,0,1023
09072192,0,0,0,0
09072247,0,0,0,0
09072241,0,439,0,439
09072288,0,0,0,0
09072333,0,880,0,880
09072368,0,0,0,0
09072431,0,329,0,329
09072428,0,0,0,0
09072433,0,0,0,0
09072514,0,0,0,0
09072592,0,463,0,463
09072911,0,361,0,361
09072482,0,0,0,0
09073022,0,756,0,756
09072503,0,0,0,0
09072634,0,0,0,0
09072172,0,297,0,297
09072050,0,0,0,0
09072498,0,0,0,0
09072605,0,420,0,420
09072707,0,0,0,0
09072622,0,0,0,0
09072797,0,0,0,0
09072758,0,874,0,874
09072352,0,0,0,0
09072828,0,0,0,0
09073082,0,0,0,0
09073099,0,0,0,0
09073128,0,0,0,0
09073103,0,0,0,0
09073138,0,0,0,0
09073178,0,0,0,0
09073148,0,0,0,0
09073165,0,0,0,0
09072963,0,0,0,0
09072932,0,0,0,0
09073370,0,0,0,0
09073131,0,0,0,0
09645983,0,0,0,0
09068461,0,0,0,0
09073191,0,0,0,0
09073308,0,0,0,0
09068476,0,0,0,0
08981030,0,0,0,0
09073452,0,0,0,0
09073513,0,0,0,0
09073494,0,0,0,0
09073423,0,0,0,0
09073577,0,0,0,0
09073538,0,0,0,0
09073140,0,0,0,0
09073661,0,0,0,0
09073686,0,0,0,0
09074034,0,0,0,0
09073907,0,0,0,0
09073658,0,0,0,0
09073845,0,0,0,0
09073870,0,0,0,0
09073877,0,0,0,0
09073871,0,569,0,569
09073399,0,0,0,0
09074109,0,0,0,0
09073999,0,0,0,0
09074197,0,1146,0,1146
09074147,0,0,0,0
09074277,0,0,0,0
09074074,0,683,0,683
09074297,0,0,0,0
09074292,0,632,0,632
09074496,0,0,0,0
09074574,0,0,0,0
09075375,0,0,0,0
09066319,0,0,0,0
09068388,0,0,0,0
09068377,0,0,0,0
09074317,0,0,0,0
09074545,0,919,0,919
09074582,0,0,0,0
09074544,0,0,0,0
09068374,0,0,0,0
09074683,0,0,0,0
09074745,0,0,0,0
09074844,0,0,0,0
09074693,0,0,0,0
09074899,0,0,0,0
09074709,0,0,0,0
09074994,0,0,0,0
09075392,0,0,0,0
09075460,0,0,0,0
09075462,0,0,0,0
09075461,0,0,0,0
09075348,0,0,0,0
09075505,0,0,0,0
09075063,0,0,0,0
09076041,0,0,0,0
09075115,0,0,0,0
09075185,0,0,0,0
09075224,0,0,0,0
09075259,0,0,0,0
09075249,0,0,0,0
09075369,0,0,0,0
09075227,0,0,0,0
09075219,0,0,0,0
09075622,0,0,0,0
09075767,0,812,0,812
09075777,0,716,0,716
09075626,0,0,0,0
09075885,0,0,0,0
09075714,0,0,0,0
09075931,0,0,0,0
09075984,0,0,0,0
09075884,0,0,0,0
09075980,0,0,0,0
09076014,0,0,0,0
09076300,0,0,0,0
09075854,0,561,0,561
09076366,0,0,0,0
09068503,0,0,0,0
09075844,0,0,0,0
09076007,0,0,0,0
09076068,0,0,0,0
09076111,0,1021,0,1021
09043124,0,0,0,0
09076206,0,0,0,0
09076065,0,0,0,0
09076288,0,0,0,0
09076356,0,0,0,0
09076377,0,0,0,0
09076372,0,0,0,0
09075943,140,0,0,140
09076553,0,0,0,0
09076235,0,0,0,0
09076258,0,0,0,0
09076550,0,0,0,0
09076247,0,0,0,0
09076567,0,0,0,0
09076561,0,0,0,0
09076677,0,0,0,0
09076776,0,0,0,0
09079293,0,203,0,203
09076681,0,0,0,0
09110376,0,0,0,0
09076624,0,0,0,0
08913816,0,0,0,0
09076487,0,0,0,0
09076700,0,0,0,0
08983397,0,0,0,0
09076726,0,0,0,0
09076738,0,0,0,0
09076832,0,0,0,0
09076840,0,0,0,0
09076848,0,0,0,0
09076869,0,0,0,0
09076844,0,0,0,0
09078160,0,0,0,0
09078196,0,219,0,219
09078091,0,0,0,0
09078247,0,313,0,313
09078251,0,0,0,0
09078401,0,0,0,0
09081722,0,0,0,0
09068155,0,0,0,0
09068804,0,0,0,0
09078477,0,0,0,0
09078469,0,0,0,0
09078606,0,0,0,0
09078658,0,0,0,0
09078555,0,970,0,970
09078717,0,0,0,0
09078521,0,0,0,0
09078715,0,0,0,0
09078895,0,0,0,0
09078923,0,925,0,925
09078933,0,992,0,992
09078969,0,0,0,0
09078972,0,0,0,0
09078992,0,0,0,0
09078853,0,0,0,0
09079030,0,0,0,0
09079021,0,0,0,0
09079095,0,0,0,0
09079102,0,0,0,0
09079104,0,0,0,0
09079096,0,0,0,0
09079101,0,0,0,0
09079025,0,0,0,0
09079329,0,870,0,870
09079323,0,0,0,0
09079337,0,0,0,0
09079420,0,0,0,0
09079498,0,0,0,0
09079990,0,0,0,0
09079238,0,0,0,0
09081385,0,0,0,0
09051351,0,0,0,0
09079144,0,0,0,0
09079157,0,0,0,0
09079163,0,0,0,0
09079205,0,0,0,0
09079272,0,0,0,0
09079355,0,0,0,0
09079387,0,0,0,0
09079438,0,0,0,0
09079302,0,0,0,0
09079536,0,0,0,0
09079543,0,0,0,0
09079285,0,0,0,0
09079600,0,0,0,0
09079592,0,337,0,337
09079640,0,0,0,0
09079703,0,0,0,0
09079678,0,0,0,0
09079754,0,0,0,0
09079723,0,0,0,0
09079769,0,0,0,0
09079696,0,0,0,0
09079845,0,0,0,0
09079840,0,0,0,0
09079853,0,0,0,0
09079867,0,0,0,0
09079819,0,0,0,0
09079852,0,0,0,0
09079829,0,764,764,0
09079864,0,0,0,0
09079869,0,0,0,0
09079882,0,0,0,0
09079894,0,0,0,0
09079930,0,0,0,0
09079914,0,0,0,0
09080013,0,0,0,0
09079955,0,0,0,0
09080057,0,0,0,0
09080094,0,0,0,0
09080127,0,0,0,0
09080070,0,0,0,0
09735299,0,0,0,0
09080322,0,0,0,0
09079814,0,0,0,0
09077045,0,0,0,0
09077056,0,0,0,0
09080205,0,0,0,0
09080291,0,0,0,0
09080300,0,0,0,0
09080413,0,0,0,0
09080518,0,0,0,0
09080530,0,330,0,330
09080537,0,0,0,0
09080546,0,0,0,0
09080602,0,0,0,0
09080647,0,0,0,0
09080504,0,993,0,993
09080432,0,0,0,0
09080832,0,0,0,0
09080700,0,0,0,0
09081482,0,0,0,0
09081488,0,0,0,0
09081393,0,603,0,603
09081033,0,0,0,0
09080669,0,0,0,0
09080944,0,0,0,0
09080946,0,941,0,941
09080935,0,0,0,0
09081088,0,0,0,0
09080909,0,0,0,0
09080720,0,0,0,0
09081149,0,0,0,0
09081144,0,0,0,0
09081235,0,0,0,0
09081004,0,0,0,0
09081287,0,0,0,0
09081073,0,0,0,0
09081366,0,0,0,0
09081493,0,0,0,0
09081306,0,0,0,0
09081469,0,0,0,0
09081494,0,0,0,0
09081541,0,0,0,0
09081522,0,0,0,0
09081694,0,0,0,0
09081585,0,0,0,0
09081737,0,17,0,17
09081883,0,0,0,0
09043017,0,0,0,0
09068961,0,0,0,0
09081620,0,0,0,0
09081635,0,0,0,0
09081786,0,0,0,0
09081869,0,1105,0,1105
09081872,0,0,0,0
09077100,0,0,0,0
09082013,0,1006,0,1006
09082031,0,0,0,0
09082077,0,0,0,0
09082044,0,0,0,0
09082160,0,0,0,0
09081725,0,0,0,0
09082212,0,0,0,0
09082222,0,0,0,0
09082112,0,1414,0,1414
09082214,0,0,0,0
09082264,0,0,0,0
09082301,0,0,0,0
09082353,0,0,0,0
09082360,0,0,0,0
09082355,0,0,0,0
09082366,0,0,0,0
09082358,0,0,0,0
09082273,0,0,0,0
09082395,0,0,0,0
09082309,0,0,0,0
09082650,0,0,0,0
09082200,0,0,0,0
09083249,0,0,0,0
09082449,0,767,0,767
09082446,0,0,0,0
09000021,0,0,0,0
09068877,0,734,0,734
09068930,0,0,0,0
09068945,0,0,0,0
09068950,0,0,0,0
09077119,0,582,0,582
09080726,0,0,0,0
09081771,0,0,0,0
09081765,0,0,0,0
09080723,0,507,0,507
09082493,0,0,0,0
09082523,0,0,0,0
09082534,0,0,0,0
09082468,0,0,0,0
09082566,0,0,0,0
09082581,0,0,0,0
09082663,0,0,0,0
09082914,0,0,0,0
09082906,0,376,0,376
09082915,0,0,0,0
09082831,0,0,0,0
09082798,0,0,0,0
09083247,0,572,0,572
09082957,0,458,0,458
09083425,0,331,0,331
09083693,0,0,0,0
09083587,0,0,0,0
09083701,0,0,0,0
09082925,0,0,0,0
09082857,0,0,0,0
09083062,0,0,0,0
08716448,0,0,0,0
09068887,0,0,0,0
09083112,0,0,0,0
09083129,0,0,0,0
09083175,0,0,0,0
09083180,0,0,0,0
09083122,0,0,0,0
09083276,0,0,0,0
09082960,0,0,0,0
09083198,0,236,0,236
09083298,0,0,0,0
09083235,0,0,0,0
09083307,0,0,0,0
09083451,0,0,0,0
09083408,0,0,0,0
09083464,0,0,0,0
09083507,0,0,0,0
09083488,0,0,0,0
09083174,0,1133,0,1133
09083544,0,0,0,0
09083452,0,0,0,0
09083378,0,0,0,0
09083646,0,0,0,0
09083681,0,1003,0,1003
09083713,0,0,0,0
09083759,0,0,0,0
09083793,0,0,0,0
09083852,0,0,0,0
09083901,0,465,0,465
09083933,0,0,0,0
09083959,0,645,0,645
09083943,0,0,0,0
09084072,0,0,0,0
09084042,0,819,0,819
09090225,0,493,0,493
09083621,0,0,0,0
09077190,0,0,0,0
09000215,0,0,0,0
09083936,0,845,0,845
09083999,0,0,0,0
09084011,0,0,0,0
09084007,0,0,0,0
09084225,0,0,0,0
09084517,0,0,0,0
09084535,0,0,0,0
09084303,0,0,0,0
09084573,0,0,0,0
09084578,0,0,0,0
09084625,0,0,0,0
09084677,0,0,0,0
09084680,0,642,0,642
09084720,0,0,0,0
09084542,0,0,0,0
09084691,0,0,0,0
09084837,0,78,0,78
09084815,0,0,0,0
09084904,0,306,0,306
09085068,0,0,0,0
09085143,0,857,0,857
09085246,0,0,0,0
09085245,0,0,0,0
09085138,0,0,0,0
09085161,0,0,0,0
09085249,0,0,0,0
09085116,0,0,0,0
09576319,0,0,0,0
09085160,0,0,0,0
09087689,0,0,0,0
09085323,0,0,0,0
09522861,0,0,0,0
09077332,0,0,0,0
09077337,0,1584,0,1584
09084367,0,0,0,0
09084404,0,0,0,0
09084501,0,0,0,0
09084589,0,0,0,0
09084739,0,0,0,0
09084740,0,0,0,0
09085047,0,0,0,0
09085046,0,0,0,0
09084436,0,0,0,0
09085298,0,1521,0,1521
09085309,0,0,0,0
09085341,0,0,0,0
09085300,0,849,0,849
09085393,0,0,0,0
09085411,0,0,0,0
09085288,0,0,0,0
09085479,0,0,0,0
09085517,0,0,0,0
09085519,0,697,0,697
09085540,146,0,0,146
09085565,0,0,0,0
09085555,0,0,0,0
09085668,0,0,0,0
09085673,0,0,0,0
09085736,0,0,0,0
09085592,0,0,0,0
09085802,0,0,0,0
09085882,0,0,0,0
09085954,0,0,0,0
09085905,0,0,0,0
09085958,0,0,0,0
09085887,0,0,0,0
09085998,0,0,0,0
09085897,0,0,0,0
09085720,0,0,0,0
09085711,0,0,0,0
09090593,0,0,0,0
09086312,0,582,0,582
08669382,0,0,0,0
09011105,0,0,0,0
09077290,0,0,0,0
09077698,0,0,0,0
09084871,0,246,0,246
09085304,0,0,0,0
09085864,0,0,0,0
09085820,0,0,0,0
09086027,0,0,0,0
09085171,0,0,0,0
09086079,0,0,0,0
09086103,0,0,0,0
09086138,0,520,0,520
09086168,0,0,0,0
09085933,0,1005,0,1005
09086015,0,0,0,0
09086283,0,0,0,0
09086327,0,0,0,0
09086424,0,0,0,0
09086237,0,0,0,0
09086122,0,0,0,0
09086508,0,1149,0,1149
09086785,0,0,0,0
09087111,0,0,0,0
09087137,0,0,0,0
09087141,0,747,0,747
09087245,0,0,0,0
09087234,0,0,0,0
09087136,0,0,0,0
08973963,0,0,0,0
09029807,0,0,0,0
09077285,0,0,0,0
09086492,0,0,0,0
09086493,0,368,0,368
09086630,0,0,0,0
09086663,0,0,0,0
