application_number,parent_application_number,parent_filing_date,continuation_type
09623661,PCT/US99/00623,1999-01-12,NST
09623661,60109992,1998-11-25,PRO
09623661,60073031,1998-01-29,PRO
09646307,PCT/NL99/00142,1999-03-16,NST
09623864,PCT/EP99/01382,1999-03-05,NST
09647138,PCT/EP99/01945,1999-03-23,NST
09581116,PCT/DE98/02957,2000-05-29,NST
09581120,PCT/GB98/02664,1998-09-04,NST
09554928,PCT/FR98/02564,1997-11-28,NST
09646497,PCT/GB99/00753,1999-03-23,NST
09647145,PCT/AU99/00218,1999-03-26,NST
09555723,PCT/GB98/00589,1998-02-25,NST
09646736,PCT/JP99/00478,1999-02-04,NST
09647047,PCT/DE99/00881,1999-03-24,NST
09647188,PCT/EP99/01943,1999-03-23,NST
09646971,PCT/JP99/01322,1999-03-17,NST
09601437,PCT/EP99/00573,1999-01-29,NST
09555502,PCT/SE98/02192,1998-12-01,NST
09647473,PCT/DE99/00737,1999-03-16,NST
09647465,PCT/EP99/02152,1999-03-26,NST
09623568,PCT/US99/04996,1999-03-05,NST
09623568,60076885,1998-03-05,PRO
09646581,PCT/GB98/00845,1998-03-20,NST
09555138,PCT/FR99/02403,1999-10-07,NST
09647747,PCT/FR99/00760,1999-04-01,NST
09647840,PCT/IL98/00191,1998-04-23,NST
09647974,PCT/EP99/01900,1999-03-22,NST
09647651,PCT/US99/07270,1999-04-03,NST
09647651,09054936,1998-04-03,CIP
09647856,PCT/GB99/01035,1999-04-01,NST
09554555,PCT/IE98/00095,1998-11-16,NST
09673020,PCT/EP99/01899,1999-03-22,NST
09647982,PCT/FR99/00753,1999-04-01,NST
09554839,PCT/JP97/04249,1997-11-21,NST
09673012,PCT/GB99/00413,1999-02-10,NST
09647558,PCT/IL99/00174,1999-03-26,NST
09673478,PCT/FR99/00879,1999-04-14,NST
09673100,PCT/IL99/00196,1999-04-11,NST
09673100,60081441,1998-04-10,PRO
09673672,PCT/IB98/00660,1998-02-03,NST
09673319,PCT/GB99/01167,1999-04-16,NST
09673831,PCT/AT99/00082,2000-10-06,NST
09673577,PCT/EP99/02514,1999-04-14,NST
09673338,PCT/GB99/01351,1999-04-30,NST
09554480,PCT/US97/20792,1997-11-13,NST
09554452,PCT/FI98/00872,1998-11-10,NST
09673637,PCT/JP99/02254,1999-04-27,NST
09673593,PCT/GB00/01440,2000-04-14,NST
09554431,PCT/US98/24332,1998-11-13,NST
09673830,PCT/GR00/00007,2000-02-16,NST
09554371,PCT/US98/23980,1998-11-10,NST
09673966,PCT/FR99/00428,1999-02-25,NST
09674360,PCT/EP99/02820,1999-04-27,NST
09674341,PCT/US99/09319,1999-04-29,NST
09674227,PCT/US99/08948,1999-04-27,NST
09530773,PCT/US98/23537,1998-11-05,NST
09530492,PCT/US98/23274,1998-11-02,NST
09530163,PCT/FR98/02276,1998-10-23,NST
09673660,PCT/JP99/02231,1999-04-26,NST
09674412,PCT/IL99/00227,1999-05-02,NST
09674389,PCT/JP99/04484,1999-08-20,NST
09674530,PCT/EP99/03659,1999-05-27,NST
09674390,PCT/AT00/00035,2000-02-14,NST
09674910,PCT/US97/24166,1997-12-29,NST
09529846,PCT/GB98/02934,1998-09-29,NST
09529207,PCT/IB00/00108,2000-02-02,NST
09674424,PCT/IL99/00228,1999-05-02,NST
09529934,PCT/EP99/05229,1999-07-22,NST
09674776,PCT/IT99/00125,1999-05-10,NST
09529916,PCT/US98/22418,1998-10-23,NST
09674750,PCT/AU99/00323,1999-05-04,NST
09674993,PCT/GB99/01440,1999-05-07,NST
09700125,PCT/IT99/00128,1999-05-11,NST
09700069,PCT/US99/10434,1999-05-13,NST
09700089,PCT/GB99/01473,1999-05-11,NST
09700225,PCT/EP99/03067,1999-05-05,NST
09674713,PCT/GB99/01215,1999-05-07,NST
09700153,PCT/AU99/00358,1999-05-12,NST
09700294,PCT/SE98/01000,1998-05-26,NST
09700568,PCT/US99/17172,1999-04-29,NST
09678513,60160572,1999-10-20,PRO
09700442,PCT/JP99/06264,1999-11-10,NST
09700450,PCT/JP99/02433,1999-05-11,NST
09700315,PCT/GB99/01591,1999-05-09,NST
09700457,PCT/GB99/01568,1999-05-17,NST
09700324,PCT/US99/10578,1999-05-14,NST
09700324,09083617,1998-05-22,CIP
09700324,09191470,1998-11-12,CIP
09700576,PCT/CA99/00113,1999-02-16,NST
09700250,PCT/FR99/01156,1999-05-14,NST
09674895,PCT/US99/09913,1999-05-07,NST
09700941,PCT/GB99/01613,1999-05-21,NST
09700975,PCT/US00/08668,2000-03-31,NST
09701119,PCT/EP99/03149,1999-05-07,NST
09700136,PCT/EP99/03487,1999-05-20,NST
09529632,PCT/EP98/06517,1998-10-14,NST
09701186,PCT/EP99/03944,1999-05-25,NST
09701186,60086754,1998-05-27,PRO
09701442,PCT/IL00/00186,2000-03-26,NST
09674592,PCT/US99/10058,1999-05-06,NST
09674555,PCT/SE00/00429,2000-03-02,NST
09701533,PCT/GB99/01701,1999-05-28,NST
09674640,PCT/IL99/00233,1999-05-04,NST
09701489,PCT/CH00/00166,2000-03-22,NST
09701139,PCT/US99/12884,1999-06-09,NST
09701641,PCT/EP99/03566,1999-05-25,NST
09701703,PCT/CA99/00465,1999-06-01,NST
09701717,PCT/DE99/01575,1999-05-28,NST
09701825,PCT/EP99/03635,1999-05-26,NST
09701954,PCT/DE99/01447,1999-05-12,NST
09701843,PCT/GB99/01729,1999-06-02,NST
09701965,PCT/US99/12132,1999-06-01,NST
09701965,60087530,1998-06-01,PRO
09719043,PCT/IL99/00298,1999-06-03,NST
09719266,PCT/US99/13298,1999-06-26,NST
09719266,09096545,1998-06-12,CIP
09719266,08923698,1997-09-04,CIP
09719266,08766765,1996-12-13,CIP
09719283,PCT/GB99/01798,1999-06-08,NST
09719283,60088958,1998-06-11,PRO
09720062,PCT/MX99/00011,1999-05-03,NST
09719908,PCT/EP99/04131,1999-06-15,NST
09720040,PCT/EP99/04158,1999-06-17,NST
09720412,PCT/US99/14057,1999-06-23,NST
09720328,PCT/CH99/00246,1999-06-04,NST
09720125,PCT/GB99/01863,1999-06-11,NST
09720315,PCT/EP99/04196,1999-06-17,NST
09674059,PCT/US99/09031,1999-04-27,NST
09701757,PCT/EP99/03565,1999-05-25,NST
09720392,PCT/US99/14738,1999-06-29,NST
09719381,PCT/EP99/04501,1999-06-28,NST
09720665,PCT/DE99/01824,1999-06-23,NST
09720666,PCT/DE99/01488,1999-05-18,NST
09720500,PCT/EP99/04362,1999-06-23,NST
09720622,PCT/PT00/00003,2000-04-28,NST
09720917,PCT/EP98/02565,1998-04-30,NST
09720824,PCT/US99/14134,1999-07-12,NST
09743121,PCT/CH98/00298,1998-07-07,NST
09720865,PCT/SE99/01188,1999-06-30,NST
09743073,PCT/FR00/01215,2000-05-05,NST
09674929,PCT/JP00/01377,2000-03-08,NST
09743526,PCT/FR98/01497,1998-07-09,NST
09673587,PCT/IL99/00091,1999-02-15,NST
09720282,PCT/US99/13858,1999-06-19,NST
09720282,60089950,1998-06-19,PRO
09647389,PCT/EP99/02176,1999-03-25,NST
09647389,60080203,1998-03-31,PRO
09647389,60080625,1998-04-03,PRO
09743773,PCT/IT00/00185,2000-05-12,NST
09647879,PCT/HR99/00004,1999-04-02,NST
09743549,PCT/AU98/00482,1998-06-24,NST
09744047,PCT/EP99/04951,1999-07-13,NST
09744151,PCT/US99/11153,1999-05-20,NST
09744014,PCT/IL99/00404,1999-07-22,NST
09744080,PCT/EP99/05353,1999-07-19,NST
09743018,PCT/AU99/00556,1999-07-09,NST
09744188,PCT/GB99/01549,1999-05-14,NST
09744321,PCT/EP99/05359,1999-07-21,NST
09744608,PCT/EP99/05742,1999-07-27,NST
09744887,PCT/GB99/02490,1999-07-30,NST
09744439,PCT/IB98/01522,1998-09-30,NST
09647765,PCT/GB99/01081,1999-04-08,NST
09744721,PCT/GB99/02233,1999-07-27,NST
09744537,PCT/US99/15815,1999-07-13,NST
09744982,PCT/US99/14138,1999-07-12,NST
09744827,PCT/US99/17179,1999-07-29,NST
09762085,PCT/US99/17556,1999-08-03,NST
09744718,PCT/CA00/00643,2000-05-31,NST
09744837,PCT/US99/06118,1999-03-26,NST
09744071,PCT/US99/16419,1999-07-21,NST
09744071,60093508,1998-07-21,PRO
09762340,PCT/US99/17234,1999-07-30,NST
09762402,PCT/GB99/02588,1999-08-06,NST
09762403,PCT/GB99/02592,1999-08-06,NST
09762382,PCT/US99/17758,1999-08-05,NST
09762638,PCT/EP99/05862,1999-08-12,NST
09647690,PCT/EP98/01950,1998-04-03,NST
09762843,PCT/GB99/02693,1999-08-16,NST
09762317,PCT/EP99/05286,1999-07-23,NST
09762844,PCT/EP99/05570,1999-08-02,NST
09762864,PCT/GB99/02701,1999-08-16,NST
09647261,PCT/SE00/00142,2000-01-25,NST
09719273,PCT/EP99/04043,1999-06-10,NST
09647464,PCT/US99/07159,1999-03-31,NST
09763116,PCT/US00/16505,2000-06-15,NST
09647190,PCT/EP99/02220,1999-03-31,NST
09762983,PCT/DE98/01796,1998-06-24,NST
09763166,PCT/GB99/02727,1999-08-18,NST
09763167,PCT/GB99/02695,1999-08-16,NST
09763306,PCT/EP99/02824,1999-04-27,NST
09763353,PCT/FR00/01722,2000-06-21,NST
09762874,PCT/US99/18587,1999-08-14,NST
09763943,PCT/US99/12444,1999-06-04,NST
09763395,PCT/EP99/06055,1999-08-18,NST
09763464,PCT/GB99/02769,1999-08-23,NST
09646590,PCT/JP99/00972,1999-02-26,NST
09763502,PCT/US99/19561,1999-08-25,NST
09763901,PCT/JP99/04179,1999-08-02,NST
09762154,PCT/EP99/05652,1999-08-04,NST
09784445,PCT/US99/14135,1999-07-12,NST
09763645,PCT/US99/19232,1999-08-24,NST
09763645,60097583,1998-08-24,PRO
09763645,60097879,1998-08-25,PRO
09763645,60097791,1998-08-25,PRO
09786111,PCT/CA00/00776,2000-07-04,NST
09646438,PCT/EP98/02278,1998-04-17,NST
09763125,PCT/US98/19850,1998-09-24,NST
09623405,PCT/EP99/01428,1999-03-05,NST
09623836,PCT/US98/00086,2000-09-11,NST
09601531,PCT/BG99/00023,1999-11-08,NST
09623640,PCT/DE99/00590,1999-02-26,NST
09623489,PCT/FR00/00040,2000-01-11,NST
09786285,PCT/FI99/00713,1999-09-01,NST
09786287,PCT/DE99/02756,1999-09-01,NST
09623066,PCT/IB99/00324,1999-02-23,NST
09623403,PCT/AU98/00213,1998-03-30,NST
09622679,PCT/DE99/00535,1999-02-18,NST
09786410,PCT/JP98/03944,1998-03-09,NST
09622034,PCT/DK99/00076,1999-02-23,NST
09786134,PCT/US99/20287,1999-09-03,NST
09786134,09148904,1998-09-04,CIP
09786531,PCT/US99/20730,1999-09-10,NST
09601418,PCT/US99/11733,1999-05-27,NST
09786640,PCT/EP99/06770,1999-09-13,NST
09786431,PCT/US99/19748,1999-08-31,NST
09786444,PCT/US00/35435,2000-12-28,NST
09786444,60174624,2000-01-05,PRO
09786753,PCT/IB99/01527,1999-09-10,NST
09786943,PCT/BR99/00073,1999-09-03,NST
09787191,PCT/EP99/06526,1999-09-04,NST
09786976,PCT/JP00/03637,2000-06-05,NST
09787247,PCT/EP99/06612,1999-09-08,NST
09787297,PCT/EP99/06525,1999-09-04,NST
09787369,PCT/GB99/03051,1999-09-15,NST
09787372,PCT/IL99/00505,1999-09-16,NST
09601292,PCT/US99/01967,1999-01-28,NST
09787271,PCT/DE99/03215,1999-10-01,NST
09787675,PCT/EP99/06943,1999-09-20,NST
09787462,PCT/EP98/05968,1998-09-18,NST
09787775,PCT/FR99/02128,1999-09-08,NST
09786783,PCT/US98/19186,1998-09-11,NST
09787941,PCT/US99/22911,1999-10-01,NST
09787801,PCT/US99/20714,1999-09-10,NST
09787261,PCT/US99/21405,1999-09-16,NST
09601021,PCT/GB98/00185,1998-01-22,NST
09806283,PCT/US99/19407,1999-06-30,NST
09787990,PCT/NL99/00596,1999-09-24,NST
09600734,PCT/FR99/00090,1999-01-19,NST
09806168,PCT/EP99/07788,1999-09-28,NST
09806179,PCT/AU99/00832,1999-09-09,NST
09787268,PCT/AU99/00804,1999-09-21,NST
09806316,PCT/GB99/03034,1999-09-28,NST
09786950,PCT/EP99/06742,1999-09-11,NST
09806402,PCT/EP99/05320,1998-08-26,NST
09787837,PCT/GB99/03195,1999-09-24,NST
09806333,PCT/GB99/03035,1999-09-29,NST
09806371,PCT/DE99/03036,1999-09-22,NST
09806397,PCT/EP99/07190,1999-09-28,NST
09806971,PCT/FR99/02432,1999-10-11,NST
09806644,PCT/AU99/00848,1999-10-01,NST
09807095,PCT/GB99/03143,1999-09-21,NST
09787983,PCT/IB99/01601,1999-09-21,NST
09786748,PCT/CN99/00143,1999-09-09,NST
09806988,PCT/ES99/00315,1999-10-01,NST
09786613,PCT/CH99/00407,1999-09-02,NST
09786188,PCT/US99/15831,1999-07-14,NST
09807080,PCT/IL99/00533,1999-10-08,NST
09786310,PCT/GR00/00024,2000-07-07,NST
09762895,PCT/CA99/00779,1999-08-24,NST
09762895,60097670,1998-08-24,PRO
09807127,PCT/US99/23535,1999-10-11,NST
09786203,PCT/JP00/02017,2000-03-30,NST
09807633,PCT/GR99/00039,1999-10-16,NST
09786264,PCT/GB99/02917,1999-09-03,NST
09807255,PCT/EP99/07273,1999-10-01,NST
09806526,PCT/AU99/00845,1999-10-01,NST
09807283,PCT/RU99/00291,1999-08-10,NST
09807701,PCT/EP99/07589,1999-10-09,NST
09807233,PCT/EP99/07609,1999-10-11,NST
09786145,PCT/US99/20459,1999-09-03,NST
09762927,PCT/US99/18292,1999-08-11,NST
09763776,PCT/US99/20394,1999-08-27,NST
09763493,PCT/HU98/00083,1998-09-09,NST
09765197,09010985,1998-01-22,CIP
09763430,PCT/EP99/05999,1999-08-16,NST
09763097,PCT/EP99/03708,1999-05-28,NST
09763080,PCT/GB99/02607,1999-08-19,NST
09807786,PCT/DE99/03338,1999-10-14,NST
09762116,PCT/US99/17712,1999-08-03,NST
09762116,60095212,1998-08-03,PRO
09830083,PCT/IL99/00557,1999-10-22,NST
09762816,PCT/EP00/02634,2000-03-24,NST
09762148,PCT/FR99/01933,1999-08-04,NST
09743867,PCT/US99/16345,1999-07-20,NST
09830057,PCT/US99/24464,1999-10-20,NST
09830057,60105040,1998-10-20,PRO
09743755,PCT/JP00/03017,2000-05-11,NST
09743756,PCT/NO99/00235,1999-07-12,NST
09807991,PCT/FR99/02604,1999-10-26,NST
09720507,PCT/DE00/01414,2000-05-05,NST
09719743,PCT/US99/14183,1999-06-23,NST
09719571,PCT/US99/15114,1999-07-02,NST
09700837,PCT/GB99/01610,1999-05-21,NST
09701238,PCT/IL00/00102,2000-02-18,NST
09830182,PCT/FI99/00885,1998-10-25,NST
09830065,PCT/EP00/07935,2000-08-14,NST
09830184,PCT/EP99/07657,1999-10-12,NST
09807733,PCT/NZ99/00175,1999-10-15,NST
09807578,PCT/GB99/03354,1999-10-08,NST
09807275,PCT/GB99/03366,1999-10-11,NST
09807835,PCT/GB99/03386,1999-10-12,NST
09806986,PCT/US97/07726,1997-07-05,NST
09806986,60017427,1996-05-08,PRO
09806986,60019300,1996-06-07,PRO
09806986,60021859,1996-07-16,PRO
09807257,PCT/CA99/00738,1999-08-10,NST
09807074,PCT/CA00/00991,2000-08-25,NST
09787207,PCT/NL99/00575,1999-09-15,NST
09803798,09454881,1999-12-03,DIV
09803798,09299060,1999-04-23,CIP
09806332,PCT/GB99/03036,1999-09-28,NST
09806282,PCT/US99/22371,1999-09-28,NST
09806282,60102146,1998-09-29,PRO
09806069,PCT/AU99/00825,1999-09-27,NST
09807843,PCT/JP99/05756,1999-10-19,NST
09749221,09239054,1999-01-27,CON
09749221,08156562,1993-11-22,REI
09830805,PCT/EP99/07520,1999-10-07,NST
09830606,PCT/IB99/01736,1999-10-26,NST
09830933,PCT/US99/25528,1999-10-29,NST
09830681,PCT/JP99/05592,1999-10-12,NST
09830370,PCT/EP99/07637,1998-10-15,NST
09830504,PCT/EP99/08024,1999-10-22,NST
09830758,PCT/US98/25398,1998-11-30,NST
09831113,PCT/FI99/00929,1999-11-08,NST
09830889,PCT/DE00/03118,2000-09-05,NST
09831144,PCT/NL99/00683,1999-11-08,NST
09830541,PCT/US00/25160,1999-10-27,NST
09830975,PCT/GB01/00072,2001-01-10,NST
09831200,PCT/EP99/08106,1999-10-27,NST
09831134,PCT/FR99/02793,1999-11-15,NST
09831302,PCT/GB99/02772,1999-09-06,NST
09831145,PCT/IB99/01834,1999-11-12,NST
09831429,PCT/EP99/08292,1999-10-30,NST
09831285,PCT/EP99/08487,1999-11-05,NST
09831175,PCT/FR99/02794,1999-11-15,NST
09831550,PCT/FR99/02784,1999-11-12,NST
09831391,PCT/US99/26281,1999-11-06,NST
09831592,PCT/GB99/03775,1999-11-12,NST
09831576,PCT/IB99/01907,1999-11-15,NST
09831637,PCT/JP99/06145,1999-11-05,NST
09831692,PCT/EP98/07246,1998-11-12,NST
09831742,PCT/DK99/00626,1999-11-16,NST
09831870,PCT/GB99/03759,1999-11-11,NST
09856049,PCT/US99/27192,1999-11-17,NST
09856049,60108889,1998-11-17,PRO
09856090,PCT/JP00/06440,2000-09-20,NST
09856055,PCT/IB99/00860,1999-05-12,NST
09856241,PCT/EP99/08527,1999-11-06,NST
09856263,PCT/NL99/00702,1999-11-16,NST
09856757,PCT/EP99/07333,1999-10-05,NST
09856284,PCT/EP99/08836,1999-11-17,NST
09856379,PCT/EP99/08649,1999-11-10,NST
09831621,PCT/US99/26788,1999-11-10,NST
09857075,PCT/IL99/00544,1999-10-15,NST
09856908,PCT/DE99/03764,1999-11-24,NST
09856606,PCT/DE99/03790,1999-11-29,NST
09857276,PCT/DE99/03886,1999-12-03,NST
09856288,PCT/DE99/03426,1999-10-25,NST
09857312,PCT/EP99/09344,1999-12-01,NST
09857492,PCT/EP99/09930,1999-12-14,NST
09857387,PCT/US99/25395,1999-10-28,NST
09857423,PCT/GB99/04067,1999-12-03,NST
09857594,PCT/GB99/03814,1999-11-17,NST
09831594,PCT/AU99/00583,1999-07-19,NST
09857807,PCT/AT99/00303,1999-12-10,NST
09868088,PCT/EP99/10189,1999-12-17,NST
09857879,PCT/FR99/03172,1999-12-17,NST
09868112,PCT/GB99/04157,1999-12-15,NST
09857854,PCT/GB99/04190,1999-12-13,NST
09868273,PCT/US99/28120,1999-11-30,NST
09868229,PCT/GB99/04279,1999-12-16,NST
09857775,PCT/EP99/10252,1999-12-21,NST
09868306,PCT/GB99/04282,1999-12-16,NST
09868560,PCT/EP99/10356,1999-12-23,NST
09857855,PCT/US99/28975,1999-12-08,NST
09857817,PCT/FR99/03089,1999-12-10,NST
09868690,PCT/US99/31290,1999-12-30,NST
09868720,PCT/DE99/03988,1999-12-15,NST
09868870,PCT/US99/01670,1999-01-26,NST
09868735,PCT/IB99/02022,1999-12-17,NST
09868164,PCT/US99/29823,1999-12-15,NST
09869009,PCT/GB99/04329,1999-12-20,NST
09868837,PCT/IN00/00101,2000-10-13,NST
09868982,PCT/US99/30641,1999-12-22,NST
09869702,PCT/US00/29023,2000-10-18,NST
09868799,PCT/DK99/00722,1999-12-21,NST
09868799,60113751,1998-12-23,PRO
09869114,PCT/EP99/09999,1999-12-16,NST
09869250,PCT/FR00/00046,2000-01-11,NST
09869453,PCT/GB99/04351,1999-12-21,NST
09869548,PCT/FR99/03305,1999-12-28,NST
09869843,PCT/ES97/00318,1997-12-30,NST
09857152,PCT/SE99/02055,1999-11-12,NST
09869844,PCT/CZ98/00049,2001-06-04,NST
09869191,PCT/FR99/03289,1999-12-24,NST
09869113,PCT/GB99/04392,1999-12-23,NST
09869769,PCT/US00/01774,2000-01-26,NST
09869769,60117257,1999-01-26,PRO
09869842,PCT/JP00/06044,2000-09-06,NST
09869809,PCT/SG99/00063,1999-06-30,NST
09869845,PCT/GB99/04162,1999-12-10,NST
09869586,PCT/GB99/04447,1999-12-24,NST
09869794,PCT/RU98/00385,1998-12-04,NST
09889504,PCT/CH00/00004,2000-01-04,NST
09889185,PCT/EP99/10357,1999-12-24,NST
09889386,PCT/EP00/00264,2000-01-14,NST
09889240,PCT/JP00/00048,2000-05-25,NST
09889749,PCT/BR00/00005,2000-01-21,NST
09889968,PCT/GB00/00341,2000-02-04,NST
09889056,PCT/US00/00839,2000-01-13,NST
09889678,PCT/US97/17932,1997-10-03,NST
09889927,PCT/GB00/04511,2000-11-27,NST
09889353,PCT/EP99/07135,1999-09-24,NST
09889985,PCT/AU00/01422,2000-11-23,NST
09889869,PCT/US00/06959,2000-03-16,NST
09890136,PCT/EP00/00548,2000-01-25,NST
09889947,PCT/US00/02666,2000-02-02,NST
09889947,60118426,1999-02-02,PRO
09890151,PCT/JP00/00479,2000-01-28,NST
09889975,PCT/EP00/00561,2000-01-25,NST
09890386,PCT/AU00/00042,2000-01-28,NST
09890399,PCT/CA00/00110,2000-02-04,NST
09890666,PCT/JP00/00399,1999-03-02,NST
09890662,PCT/GB00/00321,2000-02-03,NST
09890647,PCT/US00/02692,2000-02-04,NST
09890647,60118787,1999-02-05,PRO
09890852,PCT/EP00/00484,2000-02-22,NST
09890985,PCT/JP98/02186,2000-03-28,NST
09889541,PCT/GB00/00107,2000-01-18,NST
09890937,PCT/EP00/12186,2000-12-05,NST
09890965,PCT/GB00/00420,2000-02-10,NST
09890992,PCT/US01/24776,2001-10-05,NST
09890847,PCT/EP00/00875,2000-03-02,NST
09913041,PCT/IL00/00085,2000-02-10,NST
09890633,PCT/EP00/00751,2000-02-01,NST
09890098,PCT/DE00/00248,2000-01-25,NST
09913527,PCT/US99/15743,1999-07-13,NST
09913155,PCT/DE00/04375,2000-12-08,NST
09913389,PCT/IB99/00548,1999-03-30,NST
09913341,PCT/AU00/00094,2000-02-14,NST
09913174,PCT/US00/03358,2000-02-10,NST
09913174,60119792,1999-02-11,PRO
09913396,PCT/FR00/00370,2000-02-15,NST
09869727,PCT/US00/00892,2000-01-13,NST
09913045,PCT/US00/07263,2000-03-15,NST
09913045,60124520,1999-03-16,PRO
09913749,PCT/GB00/00574,2000-02-17,NST
09869490,PCT/RU98/00086,1998-03-27,NST
09868420,PCT/GB99/04155,1999-12-15,NST
09913797,PCT/GB00/00640,2000-02-23,NST
09913750,PCT/GB00/00575,2000-02-17,NST
09913968,PCT/GB00/00604,2000-02-21,NST
09914034,PCT/NO00/00046,2000-02-08,NST
09914269,PCT/US00/04611,2000-02-24,NST
09914058,PCT/EP00/01415,2000-02-22,NST
09868157,PCT/US99/29826,1999-12-15,NST
09913135,PCT/GB00/00374,2000-02-09,NST
09914486,PCT/US00/05232,2000-03-01,NST
09914691,PCT/US00/05736,2000-03-03,NST
09914691,60123100,1999-03-05,PRO
09914654,PCT/GB00/00344,2000-02-07,NST
09914663,PCT/US00/05631,2000-03-02,NST
09914940,PCT/RU01/00002,2001-01-04,NST
09890891,PCT/GB00/00414,2000-02-09,NST
09914553,PCT/US00/05767,2000-03-03,NST
09914553,60122769,1999-03-03,PRO
09914981,PCT/EP00/01772,2000-03-03,NST
09914986,PCT/US00/04588,2000-02-23,NST
09914986,60125048,1999-03-18,PRO
09926066,PCT/KR99/00764,1999-12-11,NST
09914455,PCT/FR00/00550,2000-03-06,NST
09926410,PCT/FR00/01133,2000-04-27,NST
09926463,PCT/FR00/01038,2000-04-20,NST
09868218,PCT/GB99/04274,1999-12-16,NST
09926703,PCT/CA01/00483,2001-04-06,NST
09926663,PCT/CA01/00400,2001-03-29,NST
09936020,PCT/US00/06038,2000-03-08,NST
09936020,60123666,1999-03-09,PRO
09936397,PCT/US99/07908,1999-04-12,NST
09936139,PCT/JP00/01397,2000-03-08,NST
09926728,PCT/SE00/01226,2000-06-13,NST
09926728,60139795,1999-06-21,PRO
09936321,PCT/US00/05537,2000-03-02,NST
09936562,PCT/EP00/01976,2000-03-07,NST
09936791,PCT/FR00/00655,2000-03-17,NST
09936783,PCT/US00/06933,2000-03-17,NST
09936783,60125169,1999-03-19,PRO
09936783,60135351,1999-05-21,PRO
09936783,60148215,1999-08-12,PRO
09857842,PCT/US00/29773,2000-10-26,NST
09936709,PCT/GB00/00987,2000-03-16,NST
09936626,PCT/EP01/00067,2001-01-05,NST
09936625,PCT/US00/05642,2000-03-03,NST
09936625,09266346,1999-03-11,CIP
09831464,PCT/US99/24729,1999-10-25,NST
09857819,PCT/FR99/03063,1999-12-08,NST
09926552,PCT/EP00/04181,2000-04-27,NST
09937138,PCT/IB00/00238,2000-02-28,NST
09936876,PCT/AU00/00199,2000-03-17,NST
09937136,PCT/FR00/00721,2000-03-22,NST
09937231,PCT/GB97/01872,1997-07-11,NST
09936554,PCT/US01/02533,2001-01-26,NST
09936554,60178241,2000-01-26,PRO
09936554,60178217,2000-01-26,PRO
09936554,60178177,2000-01-26,PRO
09936142,PCT/US00/02113,2000-01-29,NST
09936808,PCT/AU00/00202,2000-03-20,NST
09936681,PCT/US00/06729,2000-03-15,NST
09936681,09268150,1999-03-15,CIP
09937496,PCT/GB00/01212,2000-03-30,NST
09936584,PCT/US01/02778,2001-01-26,NST
09936584,60178241,2000-01-26,PRO
09914962,PCT/EP00/01979,2000-03-07,NST
09937514,PCT/EP00/02685,2000-03-27,NST
09937443,PCT/GB00/01257,2000-04-03,NST
09937536,PCT/GB00/01167,2000-03-27,NST
09914549,PCT/DE00/00583,2000-02-28,NST
09914041,PCT/GB00/00624,2000-02-22,NST
09937645,PCT/IN01/00013,2001-02-02,NST
09937444,PCT/EP00/02677,2000-03-27,NST
09914846,PCT/FI01/00001,2001-01-02,NST
09958066,PCT/KR01/00164,2001-02-05,NST
09937951,PCT/US00/08435,2000-03-29,NST
09937951,60126806,1999-03-30,PRO
09937951,60128489,1999-04-09,PRO
09958213,PCT/US00/09387,2000-04-10,NST
09958213,60128543,1999-04-09,PRO
09958151,PCT/AU00/00290,2000-04-07,NST
09958214,PCT/EP01/00601,2001-01-19,NST
09914702,PCT/FR00/00504,2001-03-01,NST
09914754,PCT/EP00/01765,2000-03-01,NST
09914124,PCT/EP00/01228,2000-02-15,NST
09958100,PCT/US00/09461,2000-04-10,NST
09958100,60128420,1999-04-08,PRO
09958487,PCT/AU00/00316,2000-04-13,NST
09958309,PCT/US00/07926,2000-03-24,NST
09958526,PCT/FR00/00878,2000-04-06,NST
09958777,PCT/JP01/06294,2001-07-19,NST
09914355,PCT/DK00/00062,2000-02-15,NST
09913258,PCT/CA99/00095,1999-02-11,NST
09913258,60074548,1998-02-12,PRO
09959004,PCT/GB00/01420,2000-04-14,NST
09958798,PCT/EP00/03380,2000-04-14,NST
09958364,PCT/IN01/00015,2001-02-05,NST
09958997,PCT/US00/08725,2000-04-14,NST
09959063,PCT/CH00/00175,2000-03-24,NST
09959002,PCT/US00/08724,2000-04-14,NST
09959002,60129446,1999-04-15,PRO
09959293,PCT/IT01/00003,2001-05-01,NST
09959090,PCT/GB00/01405,2000-04-13,NST
09913075,PCT/US00/03147,2000-02-08,NST
09913075,60119254,1999-02-09,PRO
09913075,60136881,1999-06-01,PRO
09913075,60137204,1999-06-02,PRO
09959283,PCT/JP00/05046,2000-07-28,NST
09937785,PCT/US01/03124,2001-01-31,NST
09937785,60179351,2000-01-31,PRO
09959194,PCT/FR00/01035,2000-04-20,NST
09959345,PCT/EP00/03613,2000-04-20,NST
09959614,PCT/CA00/00522,2000-05-05,NST
09959159,PCT/EP00/03288,2000-04-11,NST
09959498,PCT/EP00/03183,2000-04-09,NST
09913623,PCT/EP00/01350,2000-02-18,NST
09913491,PCT/EP00/12886,2000-12-18,NST
09959396,PCT/US00/05693,2000-03-06,NST
09959791,PCT/FR00/01153,2000-04-28,NST
09959657,PCT/GB00/01700,2000-05-04,NST
09979230,PCT/SI00/00011,2000-05-17,NST
