application_number,child_application_number,child_filing_date
05588247,06380161,1982-05-20
05588247,06517131,1983-07-25
05588247,06429931,1982-09-30
05588247,06484024,1983-04-11
05588247,06484027,1983-04-11
05588247,06517132,1983-07-25
05588247,08281650,1994-07-28
05589820,05821270,1977-08-03
05596486,06171920,1980-07-24
05596486,06366108,1982-04-06
05597070,05780884,1977-03-24
05596861,05969443,1978-12-14
05596931,05819831,1977-07-28
05597128,05774921,1977-03-07
05597372,90000331,1983-02-17
05597564,05755535,1976-12-30
05597564,06268603,1981-05-29
05597564,06269931,1981-05-29
05597564,06284265,1981-07-17
05597621,05813323,1977-07-06
05596042,05897325,1978-04-18
05596042,06270443,1981-06-04
05595809,90000163,1982-02-17
05595723,05889856,1978-03-24
05595889,05780123,1977-03-22
05595420,06401536,1982-07-26
05595351,06365737,1982-04-05
05597751,05770578,1977-02-22
05597810,05784303,1977-04-04
05597862,06272145,1981-06-10
05595039,05830776,1977-09-06
05595039,06048385,1979-06-14
05597756,05719813,1976-09-01
05597756,90000098,1981-11-02
05598234,06085580,1979-10-17
05598490,05745132,1976-11-26
05595078,05823594,1977-08-11
05598486,05949718,1978-10-10
05594669,90000324,1983-02-07
05594649,05941690,1978-09-12
05598829,05972432,1978-12-22
05599051,05877564,1978-02-13
05599051,06052666,1979-06-27
05599333,05766367,1977-02-07
05599367,05820359,1977-07-29
05599412,05959604,1978-11-13
05598224,05870114,1978-01-17
05599588,06124645,1980-02-25
05599614,05936674,1978-08-24
05594232,90001267,1987-06-25
05594491,05974108,1978-12-27
05599787,05948745,1978-10-05
05599787,06019787,1979-03-12
05599862,05827433,1977-08-23
05599862,05958206,1978-11-06
05593668,05858375,1977-12-07
05593668,06130205,1980-03-13
05593040,06021935,1979-03-19
05599953,05922750,1978-07-07
05599953,06136164,1980-03-31
05600026,05880545,1978-02-23
05592916,05807635,1977-06-17
05600028,05880547,1978-02-23
05600082,05758786,1977-01-12
05600168,05973975,1978-12-28
05600388,06003867,1979-01-16
05600367,06128113,1980-03-07
05600375,06321187,1981-09-18
05600375,06470969,1983-03-01
05600375,06470970,1983-03-01
05600375,06837969,1986-03-10
05600011,05812198,1977-07-01
05599731,06141620,1980-04-18
05599731,06367010,1982-04-09
05599731,06367011,1982-04-09
05600652,05843300,1977-10-18
05600652,90000220,1982-06-23
05600763,05758263,1977-01-10
05600880,05808805,1977-06-22
05601098,05958567,1978-11-07
05600893,05797384,1977-05-16
05600860,05778180,1977-03-16
05600860,90000315,1983-01-13
05600860,06338048,1982-01-08
05600860,06705046,1985-02-25
05598716,05932760,1978-08-10
05598545,05862834,1977-12-21
05598545,05893289,1978-04-05
05598545,05961231,1978-11-16
05601559,05745932,1976-11-29
05598111,05767956,1977-02-11
05601639,06084352,1979-10-12
05601655,90003322,1994-01-27
05600838,05841230,1977-10-11
05601880,05958182,1978-11-06
05597957,06053442,1979-06-29
05597957,06355431,1982-03-08
05597829,05752105,1976-12-20
05602726,05907812,1978-05-18
05602802,05771221,1977-03-23
05602745,06012905,1979-02-16
05602745,06365239,1982-04-05
05602404,05827593,1977-08-25
05602404,05952782,1978-10-19
05602404,06371923,1982-04-26
05602404,06657753,1984-10-04
05602404,06282708,1981-07-13
05602404,06611401,1984-05-17
05602404,06282708,1981-07-13
05602404,06611401,1984-05-17
05602960,05927706,1978-07-24
05602963,05760921,1977-01-21
05602895,05922377,1978-07-06
05602895,06420097,1982-09-20
05602895,06755080,1985-07-15
05603071,06018179,1979-03-07
05603044,06088133,1979-10-25
05603044,06158068,1980-06-09
05603076,05850441,1977-11-10
05597683,05749474,1976-12-10
05602974,06407996,1982-08-13
05602974,06535711,1983-09-26
05597431,05896381,1978-04-14
05597423,05782358,1977-03-29
05603357,05718063,1976-08-26
05603357,06340087,1982-01-18
05603357,06340086,1982-01-18
05596831,05853101,1977-11-21
05596831,06375561,1982-05-06
05602691,05904951,1978-05-11
05602691,05905820,1978-05-15
05602691,06178208,1980-08-14
05602691,06242851,1981-03-12
05602691,06242852,1981-03-12
05602691,06242859,1981-03-12
05602691,06242860,1981-03-12
05602691,06242861,1981-03-12
05602691,06242944,1981-03-12
05602691,06242945,1981-03-12
05602691,06242946,1981-03-12
05602691,06242947,1981-03-12
05602691,06242948,1981-03-12
05602691,06242949,1981-03-12
05602691,06242959,1981-03-12
05602691,06242960,1981-03-12
05602691,06243001,1981-03-12
05602691,06243025,1981-03-12
05602691,06243026,1981-03-12
05602691,06243091,1981-03-12
05602691,06243092,1981-03-12
05602691,06243161,1981-03-12
05602691,06243162,1981-03-12
05602691,06243409,1981-03-13
05602691,06244501,1981-03-16
05602691,06244511,1981-03-16
05602691,06635946,1984-07-30
05602691,06725715,1985-04-22
05602691,06435801,1982-10-21
05602691,06504999,1983-06-16
05602691,07016705,1987-02-20
05602691,07263856,1988-10-27
05603590,05940354,1978-09-07
05603624,05807000,1977-06-16
05603354,06029882,1979-04-13
05603354,06029883,1979-04-13
05603434,90000376,1983-05-09
05604281,05724806,1976-09-20
05604281,05739919,1976-11-08
05604281,05761109,1977-01-21
05604340,06203992,1980-11-04
05601574,05740154,1976-11-08
05604808,05915507,1978-06-14
05604592,05854469,1977-11-23
05604592,05854470,1977-11-23
05604592,05854503,1977-11-23
05604526,05872404,1978-01-26
05604944,05768685,1977-02-15
05601728,05745405,1976-11-26
05601728,05959630,1978-11-13
05601638,06078386,1979-09-24
05601638,06775543,1985-09-12
05604390,06334243,1981-12-24
05604923,06046029,1979-06-06
05604643,05779521,1977-03-21
05601426,05895480,1978-04-11
05601054,05862595,1977-12-20
05601054,06115037,1980-01-24
05601054,06257370,1981-04-24
05605718,06111817,1980-01-14
05605770,06099209,1979-11-30
05605717,05742094,1976-11-16
05605717,06578050,1984-02-08
05605717,06664928,1984-10-25
05605781,05844230,1977-10-21
05605638,05787905,1977-04-15
05600685,06244200,1981-03-16
05605852,06075066,1979-09-12
05606222,05792858,1977-05-02
05606222,05955530,1978-10-30
05600620,06693539,1985-01-22
05600541,06026119,1979-04-02
05606656,05773716,1977-03-02
05600275,05805338,1977-06-10
05600275,06173290,1980-07-29
05600127,05829964,1977-09-01
05606866,06261375,1981-05-07
05607430,05911460,1978-06-01
05607430,06102326,1979-12-10
05607317,05715941,1976-08-19
05607317,06079001,1979-09-26
05607317,06079123,1979-09-26
05607317,06088802,1979-10-29
05606430,05912497,1978-06-05
05606430,06098333,1979-11-29
05606449,05859741,1977-12-12
05606792,90002983,1993-03-08
05605208,05831095,1977-09-01
05605208,06152841,1980-05-23
05605558,05747225,1976-12-03
05607995,05880495,1978-02-23
05607995,05956986,1978-11-01
05608206,06029212,1979-04-12
05608206,06552711,1983-11-17
05608206,06878525,1986-06-23
05608260,05852022,1977-11-16
05608260,06063685,1979-08-06
05608450,05789420,1977-04-21
05608450,05808861,1977-06-22
05608263,05662900,1976-03-01
05608263,05773135,1977-02-28
05608263,05874060,1978-02-01
05608263,05874067,1978-02-01
05608263,05874130,1978-02-01
05608263,06365134,1982-04-05
05608263,06405738,1982-08-06
05608263,05920625,1978-06-29
05605240,05856105,1977-11-30
05605240,06334243,1981-12-24
05608660,05869786,1978-01-16
05604440,06699350,1985-02-08
05605239,05774706,1977-03-04
05605239,05774707,1977-03-04
05604941,05912180,1978-06-05
05604941,06111248,1980-01-11
05609016,05824804,1977-08-15
05609221,05842739,1977-10-17
05609049,05743340,1976-11-19
05609049,06270042,1981-06-03
05609049,06704592,1985-02-22
05603052,05906307,1978-05-15
05604045,90001197,1987-03-23
05608348,05756400,1977-01-03
05609874,05852376,1977-11-17
05609957,05849127,1977-11-07
05609957,05849524,1977-11-07
05609957,05896556,1978-04-14
05609957,06010812,1979-02-09
05609957,90000370,1983-05-05
05609957,90000371,1983-05-05
05609957,90000372,1983-05-05
05610159,05791423,1977-04-27
05610159,05819552,1977-07-27
05610159,05821729,1977-08-04
05610159,05823656,1977-08-11
05610159,06093599,1979-11-13
05610159,06278455,1981-06-29
05610159,06318876,1981-11-06
05610373,06078971,1979-09-25
05610616,05875432,1978-02-06
05610493,90000159,1982-02-16
05609077,05893009,1978-04-03
05609017,06299496,1981-09-04
05610469,05972411,1978-12-22
05607506,05731212,1976-10-12
05607506,05854909,1977-11-25
05607506,06153272,1980-05-27
05607506,06278416,1981-06-29
05607506,05934344,1978-08-17
05607506,05967066,1978-12-06
05607506,06137448,1980-04-04
05607506,06242897,1981-03-12
05607506,06056622,1979-07-11
05607506,06060968,1979-07-26
05607506,06182124,1980-08-28
05607506,06182811,1980-08-29
05607506,06267746,1981-05-28
05607506,06312416,1981-10-19
05607506,06369992,1982-04-19
05607506,06242897,1981-03-12
05607506,06234764,1981-02-17
05607506,06371444,1982-04-23
05607957,06005974,1979-01-24
05607154,05755929,1976-12-30
05607154,06189741,1980-09-23
05607154,06189742,1980-09-23
05607154,06189743,1980-09-23
05609109,05908467,1978-05-22
05610570,05852068,1977-11-16
05610570,06079847,1979-09-28
05610952,05689755,1976-05-25
05610952,06004646,1979-01-19
05610952,90000737,1985-03-11
05611004,05878007,1978-02-15
05611004,05878008,1978-02-15
05611017,90000877,1985-10-07
05611408,05895797,1978-04-12
05611785,05888960,1978-03-22
05611750,06084234,1979-10-12
05612104,05762483,1977-01-26
05612104,05924282,1978-07-13
05612576,06003884,1979-01-16
05612869,05768590,1977-02-14
05612821,05739129,1976-11-05
05613021,05958012,1978-11-06
05613080,09309992,1999-05-11
05613397,05891776,1978-03-30
05613243,05655401,1976-02-05
05613243,06021571,1979-03-19
05613243,06033111,1979-04-25
05613243,06124842,1980-02-26
05612764,05843637,1977-10-19
05613604,06283382,1981-07-15
05613664,05830931,1977-09-06
05614018,05954982,1978-10-26
05612425,05941438,1978-09-11
05614318,06171799,1980-07-24
05614226,05721779,1976-09-09
05614430,06022320,1979-03-20
05614430,06489749,1983-04-29
05614236,06095410,1979-11-19
05614236,06493041,1983-05-12
05614191,05905116,1978-05-11
05614734,06041542,1979-05-23
05614817,05747156,1976-12-03
05615351,05929685,1978-07-31
05615112,90000269,1982-10-13
05615112,05832001,1977-09-09
05615112,06048767,1979-06-15
05615112,90000268,1982-10-13
05615525,90001128,1986-11-14
05615771,05858096,1977-12-07
05615506,05737420,1976-11-01
05615506,06043908,1979-05-30
05615506,05909782,1978-05-26
05615748,05874736,1978-02-03
05614044,06025972,1979-04-02
05614044,06026124,1979-04-02
05614044,06026125,1979-04-02
05614044,06026126,1979-04-02
05614044,06147642,1980-05-07
05614044,06173250,1980-07-29
05614044,06245289,1981-03-19
05614044,06338793,1982-01-11
05614044,06314828,1981-10-26
05614044,06374563,1982-05-03
05614044,06508224,1983-06-27
05614044,06510854,1983-07-05
05613518,90001617,1988-10-12
05615984,90000026,1981-07-10
05613798,05814771,1977-07-11
05614093,06026627,1979-04-02
05616189,05794800,1977-05-09
05613900,06053530,1979-06-28
05614467,05803127,1977-06-03
05616442,05925886,1978-07-18
05613695,05772372,1977-02-25
05616540,06307040,1981-09-30
05613547,05801863,1977-05-31
05613231,90001380,1987-11-18
05616677,90000763,1985-07-25
05616951,05926149,1978-07-19
05616930,06033794,1979-04-26
05611843,06496831,1983-05-23
05611843,06492037,1983-05-05
05617118,05937696,1978-08-29
05612048,05782009,1977-03-28
05611891,05934886,1978-08-18
05616770,06073628,1979-09-10
05617710,06169641,1980-07-17
05617710,06534773,1983-09-22
05617618,05914464,1978-06-12
05610899,05804196,1977-06-06
05611222,90000501,1984-02-13
05617560,05939292,1978-09-01
05617560,05881227,1978-02-27
05617560,06111560,1980-01-14
05617560,06302886,1981-09-16
05617560,06302895,1981-09-16
05617560,06302896,1981-09-16
05617560,06302914,1981-09-16
05617560,06302922,1981-09-16
05617560,06837221,1986-11-10
05617560,07048519,1987-04-27
05618021,06223648,1981-01-09
05618021,06364221,1982-04-01
05618101,05856692,1977-12-02
05618191,05938589,1978-08-31
05617569,05702367,1976-07-02
05617569,05836885,1977-09-26
05617569,05837957,1977-09-29
05617569,05903271,1978-05-05
05617569,05903366,1978-05-05
05617569,06181491,1980-09-04
05617569,06279288,1981-06-25
05617569,06279274,1981-06-25
05617569,06279279,1981-06-25
05617569,06469565,1983-02-23
05617569,06490357,1983-05-02
05617569,06469563,1983-02-23
05617569,06469564,1983-02-23
05617569,06587973,1984-03-09
05617614,05929155,1978-07-31
05617614,06079394,1979-09-27
05617115,05859492,1977-12-12
05617115,05859492,1977-12-12
05616675,05831919,1977-09-09
05616675,05831920,1977-09-09
05616675,05831921,1977-09-09
05616675,06164524,1980-07-02
05619133,05972568,1978-12-22
05616651,05774136,1977-03-03
05619285,05803355,1977-06-03
05616640,06205625,1980-11-10
05616640,07868709,1992-04-15
05616640,08155956,1993-11-19
05619518,06711820,1985-03-14
05617857,05844355,1977-10-21
05616308,06042048,1979-05-24
05616308,06328019,1981-12-07
05616256,05860191,1977-12-15
05616256,06023675,1979-03-26
05616256,06429053,1982-09-30
05619549,05838690,1977-10-03
05619549,90001846,1989-09-19
05619549,90001995,1990-04-10
05616260,05830405,1977-09-06
05616260,06134844,1980-03-28
05618959,05815902,1977-07-15
05619777,06222757,1981-01-05
05619826,05931268,1978-08-04
05615904,05950585,1978-10-12
05615904,06279036,1981-06-30
05615904,06590877,1984-03-19
05620189,06049689,1979-06-18
05615587,90000462,1983-10-24
05620231,06017374,1979-03-05
05615545,06002325,1979-01-10
05620387,05856244,1977-12-01
05620387,05860619,1977-12-14
05619450,05768688,1977-02-14
05619450,06218698,1980-12-22
05620550,05846105,1977-10-27
05620550,06108454,1979-12-31
05620327,06105277,1979-12-19
05620327,06046240,1979-06-07
05620327,06154423,1980-05-29
05620327,06184655,1980-09-05
05620327,06324266,1981-11-23
05620327,06250172,1981-04-02
05620327,06271374,1981-06-08
05615340,05772335,1977-02-25
05620680,06087185,1979-10-22
05621045,06090256,1979-11-01
05620645,90001482,1988-03-29
05619903,05771176,1977-02-22
05620999,06152014,1980-05-21
05621095,06076691,1979-09-18
05621194,90000014,1981-07-01
05620098,06124005,1980-02-25
05621088,05827674,1977-08-25
05621088,05841056,1977-10-11
05621088,06142706,1980-04-22
05621433,05821448,1977-08-03
05621270,90000275,1982-10-18
05618988,06094992,1979-11-16
05619544,05747141,1976-12-03
05619544,05868578,1978-01-11
05622234,06152338,1980-05-22
05619032,06005121,1979-01-22
05622185,06119082,1980-02-21
05622185,06136509,1980-04-02
05622172,05820430,1977-08-01
05622172,05820579,1977-08-01
05622172,05820901,1977-08-01
05622172,06094652,1979-11-15
05622317,05882279,1978-02-28
05618690,05866455,1978-01-03
05618690,06134626,1980-03-27
05618690,06138586,1980-04-08
05618690,06226859,1981-01-21
05618690,06357921,1982-03-15
05622415,06198269,1980-10-17
05622415,06429445,1982-09-30
05622585,05872968,1978-01-27
05622583,06080047,1979-09-28
05622583,06367176,1982-04-12
05622760,05872826,1978-01-27
05622760,05828045,1977-08-26
05622760,06062964,1979-08-02
05622760,06033036,1979-04-25
05622333,05804394,1977-06-07
05622930,05735643,1976-10-26
05623094,05791426,1977-04-27
05623094,06259355,1981-04-30
05623094,06429661,1982-09-30
05621450,90000447,1983-09-19
05622892,06485850,1983-04-18
05622892,07145688,1988-01-15
05622892,07314303,1989-02-23
05623487,05774170,1977-03-03
05623487,05785792,1977-04-08
05623487,06202823,1980-10-31
05623641,06128417,1980-03-10
05623795,05895117,1978-04-10
05624236,05816184,1977-07-15
05618618,06255031,1981-04-16
05617562,05808415,1977-06-20
05617562,05881227,1978-02-27
05617562,05926355,1978-07-20
05617562,05939086,1978-09-01
05617562,06216335,1980-12-15
05617562,06302916,1981-09-16
05617562,06302921,1981-09-16
05617562,06302948,1981-09-16
05617562,06111560,1980-01-14
05617562,06302886,1981-09-16
05617562,06302895,1981-09-16
05617562,06302896,1981-09-16
05617562,06302914,1981-09-16
05617562,06302922,1981-09-16
05617562,06837221,1986-11-10
05617562,07048519,1987-04-27
05624367,05803503,1977-06-06
05624367,05941630,1978-09-11
05624642,06103526,1979-12-13
05618350,05679186,1976-04-22
05618350,06528021,1983-08-31
05623333,05844833,1977-10-25
05623333,90000770,1985-04-30
05623333,90001205,1987-03-26
05624915,06040994,1979-05-21
05624883,05720621,1976-09-03
05624883,06111301,1980-01-11
05624883,06311595,1981-10-15
05625133,05858025,1977-12-06
05625362,05787090,1977-04-13
05625350,06024685,1979-03-28
05625350,05854326,1977-11-23
05624979,05830012,1977-09-01
05624693,05782685,1977-03-30
05624542,05803831,1977-06-06
05625480,05788452,1977-04-20
05623963,05868928,1978-01-12
05625439,05765491,1977-02-04
05622101,06719967,1985-04-02
05623485,05791539,1977-04-27
05623485,90000673,1984-11-30
05623214,05839145,1977-10-03
05622956,05878854,1978-02-17
05622956,06096873,1979-11-23
05622956,06268039,1981-05-28
05625938,90000611,1984-08-22
05622031,05936876,1978-08-25
05622031,06112628,1980-01-16
05622031,06472190,1983-03-04
05622031,07073769,1987-07-15
05622031,08466660,1995-06-06
05622031,08468716,1995-06-06
05622031,08465777,1995-06-06
05622031,08469689,1995-06-06
05622151,05906225,1978-05-15
05622151,06121147,1980-02-13
05622151,06121149,1980-02-13
05621665,06082783,1979-10-09
05621665,06402213,1982-07-26
05626225,05936804,1978-08-25
05626225,06001722,1979-01-08
05626323,06181219,1980-08-22
05626323,06423034,1982-09-24
05626323,06632956,1984-07-20
05621198,90001994,1990-04-10
05621197,05875475,1978-02-06
05621197,06081741,1979-10-04
05626778,05825471,1977-08-17
05626712,06037315,1979-05-09
05626819,05872198,1978-01-25
05620989,05866317,1978-01-03
05620944,06420012,1982-09-20
05626965,06412040,1982-08-26
05626965,06659266,1984-10-10
05626965,06762199,1985-08-02
05627575,06261365,1981-05-07
05627470,06324270,1981-11-23
05627136,05702623,1976-07-06
05627136,05888288,1978-03-20
05627136,06031849,1979-04-20
05627136,06023838,1979-03-26
05627136,06178520,1980-08-15
05627136,06323820,1981-11-23
05627136,06428476,1982-09-29
05627136,06881503,1986-06-27
05627136,07319976,1989-03-07
05627688,06196064,1980-10-10
05627688,06594859,1984-05-10
05627750,05787838,1977-04-15
05627743,05771989,1977-02-25
05627743,05772111,1977-02-25
05627743,05772112,1977-02-25
05627743,05917917,1978-06-22
05627799,05898947,1978-04-21
05627671,05836718,1977-09-26
05627777,06307638,1981-10-01
05627777,06488631,1983-04-26
05627777,06577450,1984-02-06
05627777,06779745,1985-09-24
05627777,07117004,1987-11-04
05627777,07679885,1991-04-03
05627777,07851440,1992-03-16
05628182,06323206,1981-11-20
05626859,05914624,1978-06-12
